Hourly measurement data supplied by UK-air on 07/12/2021
All Data GMT hour ending
Status: V=Verified P=Provisionaly Verified N=Not Verified S=Suspect
,,"Bexley - Belvedere West",,"Birmingham Airport 2",,"Breckland East Wretham",,"Brent - Ikea",,"Bridgend Park Street",,"Chichester - Lodsworth",,"Eastbourne - Devonshire Park",,"Glasgow Waulkmillglen Reservoir",,"Greenwich - Falconwood",,"Greenwich - Plumstead High Street",,"Greenwich - Westhorne Avenue",,"Greenwich - Woolwich Flyover",,"H&F Hammersmith Town Centre",,"Hackney - Old Street",,"Hounslow Cranford",,"Lewes - Newhaven",,"Lewisham - Honor Oak Park",,"Luton Airport FutureLuToN",,"Marchlyn Mawr",,"Newport M4 Junction 25",,"Oxford St Ebbes (Cal Club)",,"Redbridge - Ley Street",,"Redcar Dormanstown",,"Reigate and Banstead - Poles Lane",,"Richmond Upon Thames - Barnes Wetlands",,"Rother - Rye Harbour",,"Salford M60",,"Sevenoaks - Greatness Park",,"South Holland Westmere School",,"Southwark - Elephant and Castle",,"Swansea Cwm Level Park",,"Swansea Hafod DOAS",,"Swansea Morriston Roadside",,"Swansea St Thomas DOAS",,"Tower Hamlets - Blackwall",,"Tower Hamlets - Millwall Park",,"V Glamorgan Windsor Road Penarth",,"Wealden - Isfield",
Date,Time,"Ozone",Status,"Ozone",Status,"Ozone",Status,"Ozone",Status,"Ozone",Status,"Ozone",Status,"Ozone",Status,"Ozone",Status,"Ozone",Status,"Ozone",Status,"Ozone",Status,"Ozone",Status,"Ozone",Status,"Ozone",Status,"Ozone",Status,"Ozone",Status,"Ozone",Status,"Ozone",Status,"Ozone",Status,"Ozone",Status,"Ozone",Status,"Ozone",Status,"Ozone",Status,"Ozone",Status,"Ozone",Status,"Ozone",Status,"Ozone",Status,"Ozone",Status,"Ozone",Status,"Ozone",Status,"Ozone",Status,"Ozone",Status,"Ozone",Status,"Ozone",Status,"Ozone",Status,"Ozone",Status,"Ozone",Status,"Ozone",Status
2021-03-23,05:00:00,6.1,V ugm-3,10.02948,N ugm-3,9.28,N ugm-3,No data,,No data,,33.2,N ugm-3,57,V ugm-3,58.6,V ugm-3,5.7,V ugm-3,18,V ugm-3,-0.5,N ugm-3,2.5,N ugm-3,15.40182,V ugm-3,16.3,V ugm-3,No data,,34.2,N ugm-3,11.6,N ugm-3,30.30138,N ugm-3,85,V ugm-3,15,N ugm-3,15.3624,N ugm-3,0.3,N ugm-3,38.91615,N ugm-3,6.4,N ugm-3,9.7,N ugm-3,38.9,N ugm-3,39.76432,N ugm-3,No data,,12.87227,N ugm-3,3.6,N ugm-3,19,V ugm-3,36,N ugm-3,16,N ugm-3,No data,N ugm-3,6.6,N ugm-3,9.84701,N ugm-3,No data,,27.7,N ugm-3
2021-03-23,06:00:00,14.6,V ugm-3,42.5347,N ugm-3,4.19097,N ugm-3,No data,,No data,,19.3,N ugm-3,54.3,V ugm-3,57.3,V ugm-3,5.7,V ugm-3,29.9,V ugm-3,0.4,N ugm-3,2.5,N ugm-3,13.71046,V ugm-3,15.3,V ugm-3,No data,,23.7,N ugm-3,3.7,N ugm-3,30.11844,N ugm-3,87,V ugm-3,9,N ugm-3,25.31695,N ugm-3,0.5,N ugm-3,37.61894,N ugm-3,4.1,N ugm-3,12.2,N ugm-3,51,N ugm-3,29.18711,N ugm-3,No data,,7.18452,N ugm-3,18.1,N ugm-3,35,V ugm-3,53,N ugm-3,6,N ugm-3,No data,N ugm-3,20,N ugm-3,8.08097,N ugm-3,No data,,24.1,N ugm-3
2021-03-23,07:00:00,12.1,V ugm-3,26.27953,N ugm-3,4.78968,N ugm-3,No data,,No data,,26.4,N ugm-3,46.9,V ugm-3,54.8,V ugm-3,5.2,V ugm-3,25.4,V ugm-3,0.5,N ugm-3,2,N ugm-3,8.27218,V ugm-3,12.9,V ugm-3,No data,,9.8,N ugm-3,33.8,N ugm-3,23.41621,N ugm-3,87,V ugm-3,9,N ugm-3,29.71597,N ugm-3,1.1,N ugm-3,43.15701,N ugm-3,3.6,N ugm-3,10.7,N ugm-3,44,N ugm-3,11.37549,N ugm-3,No data,,8.78108,N ugm-3,20.2,N ugm-3,60,V ugm-3,54,N ugm-3,61,N ugm-3,No data,N ugm-3,16.9,N ugm-3,3.31801,N ugm-3,No data,,22.6,N ugm-3
2021-03-23,08:00:00,17.9,V ugm-3,29.10167,N ugm-3,7.83312,N ugm-3,No data,,No data,,21.8,N ugm-3,49.4,V ugm-3,59.8,V ugm-3,7.2,V ugm-3,26.4,V ugm-3,3.7,N ugm-3,2.5,N ugm-3,12.56293,V ugm-3,17.8,V ugm-3,No data,,13.6,N ugm-3,45.7,N ugm-3,31.79815,N ugm-3,84,V ugm-3,16,N ugm-3,25.758,N ugm-3,1.4,N ugm-3,46.10067,N ugm-3,7.6,N ugm-3,16.8,N ugm-3,34.9,N ugm-3,4.6899,N ugm-3,No data,,14.01979,N ugm-3,18.7,N ugm-3,54,V ugm-3,60,N ugm-3,60,N ugm-3,No data,N ugm-3,13.5,N ugm-3,14.50293,N ugm-3,No data,,20.9,N ugm-3
2021-03-23,09:00:00,34.9,V ugm-3,53.85202,N ugm-3,14.96775,N ugm-3,No data,,No data,,24.4,N ugm-3,51.3,V ugm-3,62.7,V ugm-3,22.1,V ugm-3,24.9,V ugm-3,19,N ugm-3,7.5,N ugm-3,13.34624,V ugm-3,17.8,V ugm-3,No data,,31.9,N ugm-3,34.7,N ugm-3,61.05179,N ugm-3,83,V ugm-3,21,N ugm-3,35.67264,N ugm-3,10.9,N ugm-3,59.72132,N ugm-3,25.1,N ugm-3,26.5,N ugm-3,31.7,N ugm-3,8.93076,N ugm-3,No data,,25.59485,N ugm-3,38.6,N ugm-3,60,V ugm-3,60,N ugm-3,61,N ugm-3,No data,N ugm-3,21.7,N ugm-3,36.60518,N ugm-3,No data,,21.4,N ugm-3
2021-03-23,10:00:00,54,V ugm-3,66.41166,N ugm-3,30.48432,N ugm-3,No data,,No data,,41.1,N ugm-3,61.7,V ugm-3,68.3,V ugm-3,34,V ugm-3,40.4,V ugm-3,37.8,N ugm-3,22.6,N ugm-3,34.18135,V ugm-3,27.2,V ugm-3,No data,,54.6,N ugm-3,60.1,N ugm-3,72.31086,N ugm-3,82,V ugm-3,30,N ugm-3,52.56424,N ugm-3,36,N ugm-3,64.76047,N ugm-3,51.9,N ugm-3,43.3,N ugm-3,44,N ugm-3,15.41678,N ugm-3,No data,,37.56905,N ugm-3,46.2,N ugm-3,61,V ugm-3,66,N ugm-3,62,N ugm-3,No data,N ugm-3,34.6,N ugm-3,60.36643,N ugm-3,No data,,31.1,N ugm-3
2021-03-23,11:00:00,68.6,V ugm-3,76.70802,N ugm-3,57.17681,N ugm-3,No data,,No data,,61.8,N ugm-3,63.3,V ugm-3,74.8,V ugm-3,45.8,V ugm-3,51.4,V ugm-3,57.2,N ugm-3,25.9,N ugm-3,61.69707,V ugm-3,40.1,V ugm-3,No data,,61.8,N ugm-3,72.1,N ugm-3,75.12148,N ugm-3,79,V ugm-3,38,N ugm-3,67.77048,N ugm-3,57.2,N ugm-3,61.41767,N ugm-3,72.8,N ugm-3,69.7,N ugm-3,57,N ugm-3,18.70969,N ugm-3,No data,,45.15271,N ugm-3,73.8,N ugm-3,65,V ugm-3,68,N ugm-3,67,N ugm-3,No data,N ugm-3,44.7,N ugm-3,73.95958,N ugm-3,No data,,73.4,N ugm-3
2021-03-23,12:00:00,74,V ugm-3,78.54516,N ugm-3,69.25079,N ugm-3,No data,,No data,,61.1,N ugm-3,70.6,V ugm-3,77.2,V ugm-3,47.8,V ugm-3,52.4,V ugm-3,56.3,N ugm-3,29.4,N ugm-3,60.09053,V ugm-3,42.5,V ugm-3,No data,,62.8,N ugm-3,74.2,N ugm-3,72.29423,N ugm-3,70,V ugm-3,42,N ugm-3,70.53103,N ugm-3,60.2,N ugm-3,66.5566,N ugm-3,75.9,N ugm-3,70.2,N ugm-3,67.2,N ugm-3,27.74023,N ugm-3,No data,,64.66068,N ugm-3,70.2,N ugm-3,65,V ugm-3,75,N ugm-3,72,N ugm-3,No data,N ugm-3,45.5,N ugm-3,71.65838,N ugm-3,No data,,76.7,N ugm-3
2021-03-23,13:00:00,69.7,V ugm-3,72.52848,N ugm-3,74.88864,N ugm-3,No data,,No data,,61.4,N ugm-3,74.3,V ugm-3,77.4,V ugm-3,47.3,V ugm-3,46.9,V ugm-3,61.3,N ugm-3,30.4,N ugm-3,No data,V ugm-3,45,V ugm-3,No data,,66.6,N ugm-3,73.6,N ugm-3,71.11344,N ugm-3,69,V ugm-3,44,N ugm-3,68.99983,N ugm-3,55.6,N ugm-3,66.30713,N ugm-3,76.5,N ugm-3,71.2,N ugm-3,71.3,N ugm-3,21.70324,N ugm-3,No data,,77.23359,N ugm-3,70,N ugm-3,71,V ugm-3,72,N ugm-3,70,N ugm-3,No data,N ugm-3,44.4,N ugm-3,68.87553,N ugm-3,No data,,72.9,N ugm-3
2021-03-23,14:00:00,71.1,V ugm-3,71.78413,N ugm-3,75.73682,N ugm-3,No data,,No data,,69,N ugm-3,78.2,V ugm-3,79.2,V ugm-3,46.8,V ugm-3,48.9,V ugm-3,55.3,N ugm-3,29.4,N ugm-3,No data,V ugm-3,47,V ugm-3,No data,,73.9,N ugm-3,75.4,N ugm-3,73.37524,N ugm-3,67,V ugm-3,46,N ugm-3,65.77827,N ugm-3,54.6,N ugm-3,61.71702,N ugm-3,81.1,N ugm-3,72.3,N ugm-3,75.6,N ugm-3,22.25206,N ugm-3,No data,,78.33123,N ugm-3,67.7,N ugm-3,76,V ugm-3,80,N ugm-3,76,N ugm-3,No data,N ugm-3,43.7,N ugm-3,69.62476,N ugm-3,No data,,76.5,N ugm-3
2021-03-23,15:00:00,73.2,V ugm-3,77.45861,N ugm-3,75.188,N ugm-3,No data,,No data,,67.7,N ugm-3,70,V ugm-3,77.9,V ugm-3,49.4,V ugm-3,48.4,V ugm-3,56.4,N ugm-3,30.9,N ugm-3,56.24881,V ugm-3,47,V ugm-3,No data,,70.6,N ugm-3,77.2,N ugm-3,70.48147,N ugm-3,68,V ugm-3,47,N ugm-3,69.70481,N ugm-3,52.3,N ugm-3,62.71487,N ugm-3,80.6,N ugm-3,73.8,N ugm-3,78.4,N ugm-3,21.00474,N ugm-3,No data,,76.83445,N ugm-3,70.1,N ugm-3,83,V ugm-3,91,N ugm-3,76,N ugm-3,No data,N ugm-3,42.7,N ugm-3,71.33728,N ugm-3,No data,,74.2,N ugm-3
2021-03-23,16:00:00,73.6,V ugm-3,68.24775,N ugm-3,74.73896,N ugm-3,No data,,No data,,70.4,N ugm-3,No data,V ugm-3,74.4,V ugm-3,51.4,V ugm-3,47.9,V ugm-3,55.4,N ugm-3,35.4,N ugm-3,57.47616,V ugm-3,49.5,V ugm-3,No data,,73.6,N ugm-3,83.5,N ugm-3,72.34413,N ugm-3,73,V ugm-3,46,N ugm-3,70.22968,N ugm-3,58.6,N ugm-3,59.42197,N ugm-3,83.6,N ugm-3,78.9,N ugm-3,73.7,N ugm-3,13.12173,N ugm-3,No data,,74.4895,N ugm-3,75.2,N ugm-3,85,V ugm-3,99,N ugm-3,73,N ugm-3,No data,N ugm-3,45.6,N ugm-3,76.52836,N ugm-3,No data,,78.6,N ugm-3
2021-03-23,17:00:00,76,V ugm-3,76.82058,N ugm-3,71.24649,N ugm-3,No data,,No data,,74.7,N ugm-3,No data,V ugm-3,75,V ugm-3,53,V ugm-3,51.9,V ugm-3,60.1,N ugm-3,34.4,N ugm-3,58.31934,V ugm-3,46.5,V ugm-3,No data,,77.1,N ugm-3,83.2,N ugm-3,72.85968,N ugm-3,78,V ugm-3,39,N ugm-3,70.7795,N ugm-3,58,N ugm-3,51.73852,N ugm-3,83.8,N ugm-3,76.8,N ugm-3,78.3,N ugm-3,9.28,N ugm-3,No data,,69.69982,N ugm-3,77.6,N ugm-3,89,V ugm-3,97,N ugm-3,No data,N ugm-3,No data,N ugm-3,45.2,N ugm-3,77.54518,N ugm-3,No data,,80.4,N ugm-3
2021-03-23,18:00:00,73.8,V ugm-3,69.21337,N ugm-3,68.45251,N ugm-3,No data,,No data,,76.2,N ugm-3,69.6,V ugm-3,72.3,V ugm-3,51.9,V ugm-3,53.9,V ugm-3,55.4,N ugm-3,31.9,N ugm-3,59.09268,V ugm-3,43,V ugm-3,No data,,62.9,N ugm-3,80.1,N ugm-3,69.66656,N ugm-3,79,V ugm-3,36,N ugm-3,71.55882,N ugm-3,56.6,N ugm-3,48.09637,N ugm-3,81.2,N ugm-3,77.9,N ugm-3,79,N ugm-3,28.28905,N ugm-3,No data,,63.91229,N ugm-3,73.1,N ugm-3,92,V ugm-3,96,N ugm-3,No data,,No data,N ugm-3,37.2,N ugm-3,74.60178,N ugm-3,No data,,76.4,N ugm-3
2021-03-23,19:00:00,66.1,V ugm-3,61.92517,N ugm-3,51.83831,N ugm-3,No data,,No data,,75,N ugm-3,67.8,V ugm-3,71.5,V ugm-3,45.8,V ugm-3,50.4,V ugm-3,48.9,N ugm-3,28.9,N ugm-3,57.97509,V ugm-3,39.1,V ugm-3,No data,,51.4,N ugm-3,76.3,N ugm-3,62.86455,N ugm-3,80,V ugm-3,38,N ugm-3,67.43969,N ugm-3,52.3,N ugm-3,55.48046,N ugm-3,78.9,N ugm-3,75.8,N ugm-3,69.1,N ugm-3,28.48862,N ugm-3,No data,,58.67358,N ugm-3,70.8,N ugm-3,92,V ugm-3,102,N ugm-3,No data,,No data,N ugm-3,29.8,N ugm-3,68.82201,N ugm-3,No data,,72.1,N ugm-3
2021-03-23,20:00:00,67,V ugm-3,62.14799,N ugm-3,44.65379,N ugm-3,No data,,No data,,67.2,N ugm-3,60.3,V ugm-3,82.1,V ugm-3,50.9,V ugm-3,52.9,V ugm-3,48.3,N ugm-3,27.4,N ugm-3,51.91814,V ugm-3,52.4,V ugm-3,No data,,65.3,N ugm-3,72.6,N ugm-3,60.3034,N ugm-3,81,V ugm-3,43,N ugm-3,61.20612,N ugm-3,49.4,N ugm-3,46.30024,N ugm-3,76.7,N ugm-3,70.7,N ugm-3,68.8,N ugm-3,19.40818,N ugm-3,No data,,61.36778,N ugm-3,67.5,N ugm-3,90,V ugm-3,98,N ugm-3,No data,,No data,N ugm-3,30.2,N ugm-3,64.8618,N ugm-3,No data,,60.4,N ugm-3
2021-03-23,21:00:00,68.1,V ugm-3,64.80233,N ugm-3,44.85336,N ugm-3,No data,,No data,,52.7,N ugm-3,63.7,V ugm-3,75.5,V ugm-3,57.1,V ugm-3,55.9,V ugm-3,50.8,N ugm-3,32.4,N ugm-3,49.74282,V ugm-3,52.9,V ugm-3,No data,,68.1,N ugm-3,75,N ugm-3,59.27229,N ugm-3,78,V ugm-3,46,N ugm-3,55.37718,N ugm-3,51.2,N ugm-3,56.92734,N ugm-3,76.3,N ugm-3,70.7,N ugm-3,65,N ugm-3,32.38023,N ugm-3,No data,,61.16821,N ugm-3,64.7,N ugm-3,87,V ugm-3,91,N ugm-3,No data,,No data,N ugm-3,36.4,N ugm-3,68.1263,N ugm-3,No data,,37.9,N ugm-3
2021-03-23,22:00:00,69.2,V ugm-3,66.34395,N ugm-3,48.79487,N ugm-3,No data,,No data,,46.7,N ugm-3,58.1,V ugm-3,77.7,V ugm-3,57.6,V ugm-3,57.4,V ugm-3,54.7,N ugm-3,34.9,N ugm-3,57.07702,V ugm-3,53.9,V ugm-3,No data,,57.4,N ugm-3,74.4,N ugm-3,58.98957,N ugm-3,77,V ugm-3,53,N ugm-3,57.91222,N ugm-3,50.7,N ugm-3,55.72992,N ugm-3,71.9,N ugm-3,69.7,N ugm-3,57,N ugm-3,43.95529,N ugm-3,No data,,56.72777,N ugm-3,58.7,N ugm-3,80,V ugm-3,90,N ugm-3,No data,,No data,N ugm-3,36.1,N ugm-3,66.52081,N ugm-3,No data,,30.7,N ugm-3
2021-03-23,23:00:00,63.2,V ugm-3,59.60328,N ugm-3,51.33938,N ugm-3,No data,,No data,,45.1,N ugm-3,51.7,V ugm-3,76.4,V ugm-3,55.5,V ugm-3,50.9,V ugm-3,48.5,N ugm-3,27.9,N ugm-3,47.26317,V ugm-3,50,V ugm-3,No data,,52.6,N ugm-3,72.8,N ugm-3,59.90426,N ugm-3,75,V ugm-3,61,N ugm-3,55.74439,N ugm-3,50,N ugm-3,60.41982,N ugm-3,61.1,N ugm-3,64.1,N ugm-3,39.4,N ugm-3,44.40433,N ugm-3,No data,,53.58455,N ugm-3,64.3,N ugm-3,80,V ugm-3,89,N ugm-3,No data,,No data,N ugm-3,40.8,N ugm-3,63.84499,N ugm-3,No data,,18.3,N ugm-3
2021-03-23,24:00:00,51.4,V ugm-3,66.67634,N ugm-3,53.38498,N ugm-3,No data,,No data,,45.1,N ugm-3,47.7,V ugm-3,76.8,V ugm-3,51.4,V ugm-3,40.9,V ugm-3,40.6,N ugm-3,26.4,N ugm-3,48.5005,V ugm-3,49.5,V ugm-3,No data,,68,N ugm-3,71.5,N ugm-3,56.49494,N ugm-3,73,V ugm-3,62,N ugm-3,50.72022,N ugm-3,50.1,N ugm-3,59.12261,N ugm-3,52.5,N ugm-3,59.5,N ugm-3,26.1,N ugm-3,47.19831,N ugm-3,No data,,53.63444,N ugm-3,69,N ugm-3,82,V ugm-3,91,N ugm-3,No data,,No data,N ugm-3,46.6,N ugm-3,57.58358,N ugm-3,No data,,9.2,N ugm-3
2021-03-24,01:00:00,49.6,V ugm-3,66.01995,N ugm-3,52.55343,N ugm-3,No data,,No data,,43.3,N ugm-3,51.1,V ugm-3,74,V ugm-3,48.7,V ugm-3,46.6,V ugm-3,34.2,N ugm-3,31.3,N ugm-3,48.35581,V ugm-3,54.1,V ugm-3,No data,,71.3,N ugm-3,71.2,N ugm-3,60.45308,N ugm-3,72,V ugm-3,56,N ugm-3,43.48381,N ugm-3,44.9,N ugm-3,53.21867,N ugm-3,40.5,N ugm-3,54.3,N ugm-3,18.4,N ugm-3,57.27659,N ugm-3,No data,,53.75085,N ugm-3,62,N ugm-3,84,V ugm-3,91,N ugm-3,No data,,No data,N ugm-3,41.7,N ugm-3,56.15648,N ugm-3,No data,,6.4,N ugm-3
2021-03-24,02:00:00,39.2,V ugm-3,66.97869,N ugm-3,53.0191,N ugm-3,No data,,No data,,40.8,N ugm-3,42.2,V ugm-3,71.4,V ugm-3,55.5,V ugm-3,45.2,V ugm-3,52,N ugm-3,42.6,N ugm-3,59.64482,V ugm-3,60.7,V ugm-3,No data,,45.7,N ugm-3,71.7,N ugm-3,58.27444,N ugm-3,73,V ugm-3,56,N ugm-3,46.47935,N ugm-3,46.4,N ugm-3,59.53838,N ugm-3,24.3,N ugm-3,63.8,N ugm-3,12.1,N ugm-3,59.02283,N ugm-3,No data,,53.8839,N ugm-3,60.3,N ugm-3,76,V ugm-3,84,N ugm-3,No data,,No data,N ugm-3,35.4,N ugm-3,60.95511,N ugm-3,No data,,6.6,N ugm-3
2021-03-24,03:00:00,47.3,V ugm-3,63.2138,N ugm-3,53.18541,N ugm-3,No data,,No data,,41.3,N ugm-3,34.3,V ugm-3,66.8,V ugm-3,58.6,V ugm-3,63.9,V ugm-3,62.4,N ugm-3,38.9,N ugm-3,49.73783,V ugm-3,56.9,V ugm-3,No data,,25.4,N ugm-3,68.1,N ugm-3,52.81953,N ugm-3,73,V ugm-3,58,N ugm-3,51.78941,N ugm-3,31.6,N ugm-3,59.02283,N ugm-3,19.7,N ugm-3,56.5,N ugm-3,15.9,N ugm-3,59.67143,N ugm-3,No data,,55.13121,N ugm-3,65.5,N ugm-3,79,V ugm-3,79,N ugm-3,No data,,No data,N ugm-3,41.8,N ugm-3,49.39558,N ugm-3,No data,,4.9,N ugm-3
2021-03-24,04:00:00,54.2,V ugm-3,62.65026,N ugm-3,44.6039,N ugm-3,No data,,No data,,43.2,N ugm-3,30.5,V ugm-3,68.1,V ugm-3,53.5,V ugm-3,49.9,V ugm-3,43,N ugm-3,14,N ugm-3,50.76562,V ugm-3,54.9,V ugm-3,No data,,9.6,N ugm-3,70.6,N ugm-3,61.18484,N ugm-3,69,V ugm-3,56,N ugm-3,52.41507,N ugm-3,36,N ugm-3,58.92304,N ugm-3,16,N ugm-3,35.6,N ugm-3,11.3,N ugm-3,48.24605,N ugm-3,No data,,54.13336,N ugm-3,56.7,N ugm-3,79,V ugm-3,75,N ugm-3,No data,,No data,N ugm-3,35.1,N ugm-3,32.96606,N ugm-3,No data,,-0.1,N ugm-3
2021-03-24,05:00:00,43.2,V ugm-3,69.81098,N ugm-3,40.71228,N ugm-3,No data,,No data,,46,N ugm-3,27.2,V ugm-3,75.8,V ugm-3,30.4,V ugm-3,33.4,V ugm-3,18.3,N ugm-3,7,N ugm-3,26.55778,V ugm-3,39.6,V ugm-3,No data,,8.9,N ugm-3,61.3,N ugm-3,63.26369,N ugm-3,67,V ugm-3,49,N ugm-3,50.48872,N ugm-3,23.7,N ugm-3,61.91659,N ugm-3,13.5,N ugm-3,30.5,N ugm-3,19.9,N ugm-3,31.03314,N ugm-3,No data,,52.98584,N ugm-3,53.8,N ugm-3,80,V ugm-3,82,N ugm-3,No data,,No data,N ugm-3,19.7,N ugm-3,30.18322,N ugm-3,No data,,2.6,N ugm-3
2021-03-24,06:00:00,18.7,V ugm-3,56.85196,N ugm-3,41.06153,N ugm-3,No data,,No data,,38.3,N ugm-3,14,V ugm-3,71.4,V ugm-3,23.2,V ugm-3,31.4,V ugm-3,3,N ugm-3,5.5,N ugm-3,15.15235,V ugm-3,32.7,V ugm-3,No data,,8.2,N ugm-3,58.2,N ugm-3,61.61724,N ugm-3,74,V ugm-3,27,N ugm-3,46.64849,N ugm-3,4,N ugm-3,62.01638,N ugm-3,9.4,N ugm-3,20.4,N ugm-3,17.6,N ugm-3,36.37163,N ugm-3,No data,,51.18971,N ugm-3,35.1,N ugm-3,78,V ugm-3,79,N ugm-3,No data,,No data,N ugm-3,13.4,N ugm-3,18.57017,N ugm-3,No data,,6.1,N ugm-3
2021-03-24,07:00:00,31.1,V ugm-3,55.68861,N ugm-3,38.21766,N ugm-3,No data,,No data,,41.7,N ugm-3,4.6,V ugm-3,70.7,V ugm-3,18.5,V ugm-3,37.4,V ugm-3,0.5,N ugm-3,5.5,N ugm-3,8.97566,V ugm-3,21.8,V ugm-3,No data,,8.3,N ugm-3,53.1,N ugm-3,60.98527,N ugm-3,79,V ugm-3,21,N ugm-3,44.29506,N ugm-3,2.7,N ugm-3,48.24605,N ugm-3,6.2,N ugm-3,7.1,N ugm-3,9.9,N ugm-3,11.07614,N ugm-3,No data,,50.19186,N ugm-3,26.8,N ugm-3,75,V ugm-3,85,N ugm-3,No data,,No data,N ugm-3,11.4,N ugm-3,12.52282,N ugm-3,No data,,6.2,N ugm-3
2021-03-24,08:00:00,46.2,V ugm-3,54.58155,N ugm-3,44.20476,N ugm-3,No data,,No data,,38.1,N ugm-3,39.9,V ugm-3,70.3,V ugm-3,20.1,V ugm-3,39.9,V ugm-3,7,N ugm-3,4,N ugm-3,7.10968,V ugm-3,25.7,V ugm-3,No data,,13.4,N ugm-3,48.8,N ugm-3,59.48849,N ugm-3,82,V ugm-3,17,N ugm-3,51.1463,N ugm-3,12.7,N ugm-3,42.75787,N ugm-3,6.4,N ugm-3,12.7,N ugm-3,9.6,N ugm-3,5.63785,N ugm-3,No data,,53.58455,N ugm-3,22.9,N ugm-3,67,V ugm-3,71,N ugm-3,No data,,No data,N ugm-3,6.7,N ugm-3,24.02884,N ugm-3,No data,,5.1,N ugm-3
2021-03-24,09:00:00,51.6,V ugm-3,57.9236,N ugm-3,49.8925,N ugm-3,No data,,No data,,45.9,N ugm-3,53.1,V ugm-3,72.8,V ugm-3,38.1,V ugm-3,45.4,V ugm-3,30.1,N ugm-3,9,N ugm-3,21.94272,V ugm-3,22.3,V ugm-3,No data,,29.1,N ugm-3,47.8,N ugm-3,57.25996,N ugm-3,83,V ugm-3,22,N ugm-3,51.18472,N ugm-3,26.6,N ugm-3,59.47186,N ugm-3,26.8,N ugm-3,35.1,N ugm-3,33.4,N ugm-3,30.78367,N ugm-3,No data,,55.28089,N ugm-3,29.5,N ugm-3,67,V ugm-3,79,N ugm-3,No data,,No data,N ugm-3,26.4,N ugm-3,42.65252,N ugm-3,No data,,14.4,N ugm-3
2021-03-24,10:00:00,68,V ugm-3,67.06191,N ugm-3,57.67573,N ugm-3,No data,,No data,,55.8,N ugm-3,56.1,V ugm-3,71.8,V ugm-3,51.4,V ugm-3,52.4,V ugm-3,49.2,N ugm-3,24.4,N ugm-3,48.6851,V ugm-3,33.2,V ugm-3,No data,,49.5,N ugm-3,65.9,N ugm-3,58.14139,N ugm-3,82,V ugm-3,33,N ugm-3,50.56306,N ugm-3,44.4,N ugm-3,59.92089,N ugm-3,73.3,N ugm-3,62.1,N ugm-3,53.9,N ugm-3,47.84691,N ugm-3,No data,,56.77767,N ugm-3,59,N ugm-3,73,V ugm-3,84,N ugm-3,No data,,No data,N ugm-3,38.4,N ugm-3,64.16609,N ugm-3,No data,,32.1,N ugm-3
2021-03-24,11:00:00,71.3,V ugm-3,68.41449,N ugm-3,66.30713,N ugm-3,No data,,No data,,54.5,N ugm-3,66.4,V ugm-3,77,V ugm-3,46.3,V ugm-3,54.4,V ugm-3,53.1,N ugm-3,31.4,N ugm-3,57.69569,V ugm-3,37.6,V ugm-3,No data,,61.8,N ugm-3,78.7,N ugm-3,58.3576,N ugm-3,88,V ugm-3,40,N ugm-3,57.88777,N ugm-3,55.2,N ugm-3,62.61509,N ugm-3,74.9,N ugm-3,67.2,N ugm-3,62.4,N ugm-3,60.66928,N ugm-3,No data,,59.871,N ugm-3,64.9,N ugm-3,79,V ugm-3,90,N ugm-3,No data,,No data,N ugm-3,42.6,N ugm-3,68.39388,N ugm-3,No data,,61.6,N ugm-3
2021-03-24,12:00:00,75,V ugm-3,69.62718,N ugm-3,65.55875,N ugm-3,No data,,No data,,61.6,N ugm-3,72.6,V ugm-3,76,V ugm-3,48.8,V ugm-3,54.9,V ugm-3,56.7,N ugm-3,30.9,N ugm-3,61.20313,V ugm-3,42.1,V ugm-3,No data,,58.6,N ugm-3,79,N ugm-3,57.50942,N ugm-3,92,V ugm-3,49,N ugm-3,63.57153,N ugm-3,57.8,N ugm-3,66.95574,N ugm-3,79.7,N ugm-3,71.2,N ugm-3,60.7,N ugm-3,65.05982,N ugm-3,No data,,60.07057,N ugm-3,70.4,N ugm-3,82,V ugm-3,94,N ugm-3,No data,,No data,N ugm-3,43,N ugm-3,75.06559,N ugm-3,No data,,77.1,N ugm-3
2021-03-24,13:00:00,72.8,V ugm-3,89.81842,N ugm-3,69.55015,N ugm-3,No data,,No data,,66.6,N ugm-3,71,V ugm-3,77.3,V ugm-3,47.8,V ugm-3,51.4,V ugm-3,63.6,N ugm-3,29.4,N ugm-3,55.14119,V ugm-3,42.1,V ugm-3,No data,,63.7,N ugm-3,76,N ugm-3,64.9933,N ugm-3,88,V ugm-3,55,N ugm-3,62.78173,N ugm-3,53.7,N ugm-3,72.74326,N ugm-3,84,N ugm-3,70.7,N ugm-3,74.6,N ugm-3,77.53295,N ugm-3,No data,,57.67573,N ugm-3,68.1,N ugm-3,87,V ugm-3,96,N ugm-3,No data,,No data,N ugm-3,46,N ugm-3,58.22578,N ugm-3,No data,,77.6,N ugm-3
